age,gender,financial_risk_assessment,yearly_income,product_category,debt_comfort_level,online_purchase_frequency
34,3,2,67304,1,3,3
48,2,6,92922,4,6,10
39,1,7,49121,2,10,2
39,2,4,50503,2,8,8
38,1,3,25772,4,10,9
22,1,6,72962,4,5,8
48,2,10,93687,2,3,3
49,2,10,49164,4,2,9
31,2,7,25774,3,10,5
43,2,5,58773,3,3,5
20,2,4,12774,2,8,7
46,1,9,60999,2,7,3
45,2,9,22387,3,3,4
26,1,3,35945,1,4,6
25,1,5,10589,3,9,4
27,2,10,99036,3,10,6
31,2,1,21631,4,10,5
38,3,5,67480,1,2,8
20,3,3,47286,3,8,6
26,1,6,43758,3,2,4
33,1,9,79501,3,2,9
47,1,9,31694,1,5,10
37,2,9,11541,1,6,9
38,1,3,25979,4,5,1
25,2,3,62195,3,8,4
27,2,8,18324,4,3,10
44,3,5,46879,3,9,8
39,1,10,99047,4,5,2
22,1,7,82371,4,2,8
35,1,2,26070,1,6,3
21,2,2,32295,3,7,6
41,3,2,76339,3,5,10
25,3,3,23083,2,7,7
47,2,2,72465,3,2,1
42,2,3,33334,2,6,7
23,2,5,92199,1,8,9
35,1,9,38810,4,8,6
23,2,10,12633,2,6,1
47,1,8,23764,1,7,5
22,3,3,33452,1,8,6
36,2,6,28283,2,8,1
23,3,4,81468,1,1,6
50,2,5,54192,2,5,8
44,3,7,57802,1,5,6
25,1,7,30903,1,4,8
44,1,10,91757,4,3,5
21,3,8,18432,2,5,9
28,3,2,43564,2,1,2
50,3,9,42089,4,5,3
38,2,4,60761,3,10,7
29,1,4,93992,1,9,1
37,3,4,11442,2,2,6
41,2,6,22082,2,2,3
42,3,2,37178,2,7,2
38,3,9,54530,1,10,10
22,1,10,30026,3,2,1
21,3,4,57769,3,10,3
22,3,2,83829,1,1,1
30,3,8,19254,2,10,6
47,3,1,86666,1,3,5
33,3,8,72049,1,10,4
48,1,7,37603,2,5,4
34,1,3,10428,2,6,8
43,3,8,59007,4,6,10
27,1,2,80741,4,4,4
49,2,4,99638,1,1,6
43,2,7,20246,1,5,2
37,1,3,79748,1,5,5
41,1,5,63650,4,6,9
40,2,4,11667,3,8,2
23,2,4,77746,3,10,3
48,3,9,60882,1,5,9
28,1,6,16581,4,1,4
45,1,3,80722,4,6,6
24,2,3,40651,2,9,1
45,2,6,73083,3,9,3
43,1,3,95910,1,5,8
50,1,1,97792,2,8,5
29,2,3,52285,4,6,9
34,2,2,40692,1,2,1
22,2,5,93865,1,8,3
45,1,6,65691,4,5,2
33,2,9,92451,1,2,2
41,1,10,91601,3,5,6
36,3,1,64127,4,7,10
34,1,4,13841,4,1,8
21,2,10,94936,3,4,8
48,3,9,43335,1,6,7
21,2,9,61553,3,7,10
20,2,1,14206,1,6,5
43,1,3,24977,3,3,3
39,1,2,62250,4,2,5
29,1,5,91518,3,3,6
48,1,2,88220,1,5,10
48,1,10,14021,4,8,4
25,3,10,82813,2,7,6
20,3,9,12725,4,10,5
31,3,4,37624,4,2,9
37,2,5,66638,2,10,2
48,2,10,95134,4,10,2
49,2,10,12339,2,1,4
40,1,9,89213,1,9,8
42,2,1,17068,4,4,2
40,1,2,96041,3,5,7
38,3,8,20319,1,1,3
22,3,6,33553,3,3,3
38,1,6,13214,4,7,9
43,1,3,10279,4,3,3
21,1,8,96513,1,5,10
26,3,5,11599,4,5,7
48,2,9,65396,2,1,4
26,3,7,34683,4,4,5
49,2,4,15556,3,9,10
47,3,3,14401,1,7,5
29,3,10,55542,1,4,9
38,1,10,46827,3,8,9
49,2,7,29922,3,7,8
35,1,6,35111,4,8,6
28,1,5,30209,2,7,1
37,2,4,52551,4,10,3
30,3,8,84642,2,5,9
23,3,1,22017,4,2,8
31,3,10,50968,3,2,8
34,2,9,93917,3,3,2
39,2,6,77716,4,9,3
38,1,2,41732,4,6,8
28,1,5,61245,4,1,4
34,3,9,79132,2,2,7
44,3,9,66255,3,2,6
38,2,4,29233,3,6,1
48,3,10,12804,2,2,1
49,3,2,22095,2,6,6
34,2,7,64111,2,5,6
30,3,4,44268,1,7,5
37,1,1,29157,2,5,4
40,1,2,27049,4,4,6
46,3,3,10071,2,5,3
38,3,8,62663,4,6,2
27,1,1,37471,3,3,8
43,1,7,51774,1,10,7
42,3,8,75243,4,8,7
25,1,2,29041,3,8,9
37,2,8,35142,3,10,5
44,3,4,21267,3,3,7
29,1,8,39171,1,5,10
21,1,2,35562,4,7,2
43,1,2,96988,4,9,1
45,3,3,79900,4,1,2
27,2,9,78611,2,2,4
30,2,4,28542,1,5,4
22,1,10,64113,3,1,2
20,3,8,87680,3,1,5
49,3,7,38054,1,5,6
44,1,10,18300,2,6,9
37,1,2,46288,1,3,4
42,3,10,64506,4,2,2
25,2,2,63464,4,4,4
28,1,6,82201,3,5,2
35,3,10,39628,2,10,7
39,2,3,43511,4,7,7
29,3,2,30389,4,8,9
39,1,9,99860,4,10,3
37,2,3,29451,4,7,1
24,2,10,81467,3,10,6
35,2,8,93080,3,9,3
34,2,5,46669,4,5,4
29,2,4,50511,2,10,7
26,2,7,43103,3,1,3
44,2,2,77373,3,1,9
50,1,2,50249,3,9,10
26,1,4,93712,3,1,4
47,1,1,86416,1,1,1
50,2,2,49549,4,1,7
25,3,9,56925,1,6,4
27,3,7,67585,2,7,7
34,3,8,56855,2,5,9
44,3,5,55868,3,9,9
46,3,9,44113,2,10,4
50,1,2,59966,4,7,7
40,2,7,54248,3,9,6
36,1,10,94178,4,9,10
27,1,8,30328,2,5,5
37,2,1,44998,4,7,2
38,1,1,93030,3,9,9
36,1,5,25625,2,8,1
24,1,10,84902,4,5,6
32,2,6,17015,3,3,6
31,2,6,24764,1,10,3
26,1,2,55418,3,7,10
20,1,8,56025,3,6,3
23,3,8,53640,2,6,8
40,3,8,47213,4,1,4
22,2,9,16121,4,6,1
29,1,5,46602,3,9,7
49,2,9,79324,1,7,2
37,3,7,87587,4,10,5
49,3,4,53401,4,10,9
39,2,1,67253,3,8,10
41,2,9,17378,3,6,3
49,2,1,42958,2,7,6
45,1,7,15409,4,3,10
39,2,5,43305,1,3,2
28,2,4,79885,1,7,3
46,2,1,73004,2,3,2
44,1,8,24442,2,10,4
31,2,6,67208,2,6,7
33,2,9,32656,2,10,8
37,1,1,11582,2,8,9
41,2,9,28697,4,8,7
48,1,7,72233,1,7,10
37,1,10,43523,2,5,3
40,2,3,81808,3,1,8
47,3,2,42722,1,6,2
49,1,8,99412,4,3,7
29,2,8,58007,1,9,5
39,2,5,72884,2,5,8
26,2,10,28412,1,8,2
25,1,10,56383,4,9,2
26,1,10,19506,3,1,7
40,2,2,58902,1,2,7
31,2,4,13120,2,1,3
45,2,7,87385,2,3,5
24,3,10,93661,3,7,4
31,1,4,80711,2,6,7
48,2,4,65092,2,8,7
43,2,8,74599,4,9,5
26,1,3,43200,4,7,9
45,1,3,93995,2,2,5
26,2,7,34118,2,4,7
37,2,4,97030,4,8,8
27,3,7,96098,4,5,1
42,2,2,99505,3,10,1
30,1,8,39350,4,9,4
29,1,6,89230,2,6,5
35,2,8,80913,4,8,6
21,3,2,17089,2,4,8
27,2,8,80138,4,3,3
29,1,7,90521,2,8,3
39,1,5,21633,4,1,1
22,1,2,67532,3,3,10
44,2,8,85329,3,9,1
50,3,7,94690,4,1,4
48,3,1,89649,1,3,3
35,2,10,75829,2,2,3
22,2,3,70652,3,10,10
22,2,8,34680,4,9,7
41,1,3,47552,1,2,3
31,2,3,86344,4,9,4
22,2,4,93548,3,2,9
31,1,6,47140,2,3,3
42,1,10,34501,3,2,5
45,1,8,45713,1,2,8
39,1,1,51690,1,3,2
49,2,8,51271,1,9,1
26,2,5,86076,2,1,5
23,2,10,47919,4,2,4
44,2,6,52310,2,3,2
47,2,8,99023,2,2,1
48,2,3,90993,1,10,10
27,1,8,92059,4,1,9
48,1,1,61914,3,3,9
47,3,6,99513,4,7,7
47,2,10,58631,2,2,4
20,3,6,90064,1,8,5
26,1,6,25574,1,9,4
34,1,10,25183,3,10,9
41,2,3,89904,2,9,6
37,2,2,72732,2,1,8
40,3,5,63601,1,3,7
50,3,10,60615,4,1,6
50,2,10,52849,3,9,2
43,2,9,72460,1,5,3
24,1,10,15329,4,5,9
41,2,6,68012,2,6,3
25,1,2,27153,1,5,4
42,1,2,90460,4,2,5
47,1,6,86953,2,9,9
40,1,6,64823,1,5,7
21,1,5,19438,3,5,8
49,3,7,78573,4,2,9
28,2,6,77275,3,4,10
34,2,10,79925,3,2,6
45,1,4,48894,3,2,7
41,1,5,40706,1,7,8
33,2,9,80794,1,8,6
49,2,4,56831,4,5,4
35,1,8,10996,2,10,9
35,2,7,14638,3,2,10
50,1,10,38854,2,7,5
28,1,9,27770,2,10,2
25,2,10,30892,4,9,5
21,3,6,58893,4,7,6
33,1,8,37226,2,7,4
45,2,3,11286,2,5,9
31,3,1,19290,4,10,1
22,1,5,76454,3,9,6
26,1,9,56831,1,1,5
38,1,6,56626,2,2,1
29,2,6,75676,1,5,9
27,3,9,24412,4,4,10
26,3,7,42963,1,3,2
20,2,2,70578,3,2,1
25,3,7,62221,3,3,1
47,1,1,29886,4,2,2
40,3,5,69292,1,5,10
31,3,7,44976,2,5,7
31,1,1,72251,4,10,1
48,1,7,28682,1,3,8
40,3,5,79920,4,8,2
26,1,6,75076,4,8,5
25,1,2,34275,3,1,8
29,3,6,40654,2,8,7
27,1,9,40821,4,4,10
43,3,8,61527,3,8,2
26,2,5,59572,1,6,6
34,3,2,94157,2,9,3
40,2,9,67807,3,10,8
27,3,6,75438,3,10,10
29,2,10,34028,4,2,8
27,2,10,44546,2,6,10
36,3,4,59853,2,10,10
23,1,4,97126,2,9,5
49,1,4,75250,2,5,10
24,2,3,79238,4,5,8
50,2,5,43730,1,6,7
34,2,10,84196,1,2,3
26,2,1,68317,3,6,10
46,3,4,78445,3,3,8
49,3,3,19887,3,9,10
30,1,10,11655,3,2,10
24,3,4,95426,2,3,3
23,1,7,36294,4,3,1
49,3,6,37421,1,10,9
42,3,7,79783,4,8,8
36,1,9,58312,2,8,3
24,3,7,65694,2,10,10
26,2,3,78633,2,3,1
37,1,10,46048,3,3,8
23,3,7,83780,3,3,2
21,1,5,48103,2,6,2
38,1,10,74810,3,3,8
49,2,10,53998,1,10,1
22,2,6,64072,1,8,2
50,1,9,62123,1,7,6
30,1,5,85336,2,5,9
24,3,2,65726,4,2,6
42,1,8,38286,4,1,1
32,1,8,73678,1,7,5
49,3,4,51659,1,1,4
23,1,6,80241,3,8,8
21,1,1,18389,2,3,2
42,1,3,59958,4,8,7
35,1,2,51744,3,5,3
38,3,2,13917,3,10,2
25,2,3,98218,1,6,10
31,3,6,84694,4,10,6
42,2,8,28012,1,8,8
45,2,7,63374,3,10,1
29,1,2,55295,1,4,9
39,3,5,67515,1,8,7
50,1,7,86196,2,8,7
20,1,8,76689,1,6,3
25,1,3,34463,4,5,6
38,1,4,49881,3,3,1
34,2,7,26039,4,7,3
39,3,3,96350,3,2,10
25,2,8,31748,4,6,6
23,1,10,80974,2,8,2
37,3,3,24225,4,10,1
39,2,7,41832,2,5,5
40,2,6,56775,3,3,7
37,1,2,41942,3,8,6
36,3,4,49038,3,7,4
30,3,6,96488,1,5,1
26,3,6,23319,2,7,6
44,2,9,73725,2,9,9
38,1,9,70242,3,10,5
32,3,2,16703,2,5,4
23,3,8,50189,4,10,8
20,3,9,91120,3,9,2
42,3,8,22607,2,10,7
29,2,10,29123,1,3,1
47,3,4,13471,4,3,10
20,1,10,95810,2,8,1
46,3,2,15950,4,10,2
20,2,2,72324,3,10,10
28,3,4,44099,3,7,8
24,2,3,94340,3,1,7
35,2,2,27379,3,5,4
29,1,5,33676,4,4,1
46,1,3,22694,2,8,1
24,1,6,62749,3,8,8
30,2,6,67378,4,2,10
22,1,1,30430,3,5,5
24,2,3,22140,3,1,9
40,3,8,79602,1,1,2
43,1,2,96804,2,2,2
50,3,5,50341,1,9,2
46,2,6,34691,3,6,6
49,3,8,21311,3,1,3
22,3,6,14123,4,3,10
36,1,6,19088,4,7,10
29,3,8,57021,2,8,10
30,1,4,53860,4,3,4
26,2,8,33215,4,6,1
21,2,9,81850,3,2,3
44,3,2,65447,4,6,4
31,3,5,61163,4,7,7
36,1,5,97438,3,2,2
45,2,7,77294,1,10,5
34,1,6,92118,3,8,5
24,2,7,95768,1,4,10
46,3,1,19536,2,5,4
37,3,10,96571,1,8,5
49,1,1,78855,4,5,7
47,3,5,44673,3,9,9
36,2,3,23095,1,10,5
24,1,7,96932,4,4,3
20,3,8,56676,4,9,8
32,3,9,14483,4,7,10
44,2,1,83019,2,7,2
24,2,8,27374,2,8,10
24,1,6,92516,1,1,9
47,1,1,64115,1,10,6
49,1,6,39163,4,9,4
44,1,6,71792,1,4,5
37,3,6,26073,1,6,9
26,2,9,55170,3,2,4
37,3,6,47147,3,2,8
47,3,3,72765,1,6,8
22,2,10,70356,3,2,3
28,1,10,90352,1,8,7
49,2,5,58446,4,8,5
24,1,5,14891,3,7,9
46,3,6,98914,1,10,8
47,3,4,27224,2,6,10
39,1,8,72687,1,5,2
30,3,7,98989,1,6,7
46,3,9,29232,4,10,6
41,1,10,62586,2,9,4
37,1,1,42494,3,5,6
29,2,4,63428,2,2,9
28,2,8,42397,4,6,7
32,3,4,37839,2,6,9
35,3,7,94672,1,2,9
37,2,7,37763,4,6,1
31,3,4,27522,1,4,2
50,1,2,78837,1,3,5
49,2,7,70180,1,8,4
43,1,10,42810,1,7,3
41,2,2,28181,4,5,1
40,2,6,32298,1,4,7
46,3,4,62919,3,10,1
27,2,3,16586,4,8,2
33,2,6,55882,1,10,8
48,3,7,70448,4,6,8
44,1,1,46432,1,10,4
34,3,4,19194,4,2,2
49,3,2,51590,2,4,5
31,2,1,42505,3,2,8
32,2,7,55987,4,9,6
27,2,5,62529,4,4,9
50,1,10,98833,4,4,6
31,1,2,46834,4,9,6
21,2,4,72240,4,10,9
30,1,7,61189,4,3,2
22,1,6,59472,4,9,4
38,2,4,97534,4,9,1
33,2,9,79400,4,4,9
47,2,7,77453,2,7,6
23,3,7,89111,2,7,4
45,2,6,91965,1,4,4
23,3,7,48568,1,2,10
50,2,9,16604,2,8,6
45,2,4,51009,4,10,4
24,3,9,69435,4,3,1
29,2,6,23328,2,10,8
36,2,7,74945,4,4,1
36,1,10,34138,3,9,2
30,3,8,14286,3,6,9
41,3,7,53358,4,6,5
49,3,3,82169,1,9,6
37,2,4,84443,2,9,2
47,2,2,63293,3,3,4
32,3,1,27017,4,3,1
27,2,5,65789,3,6,9
47,1,4,64563,4,2,7
44,1,7,70981,4,3,4
34,2,5,32846,2,9,4
35,1,4,11374,3,3,4
43,2,7,39142,1,3,3
50,2,9,71548,4,10,4
35,3,10,41396,1,3,1
50,1,8,28633,4,4,10
23,1,6,41957,2,4,1
32,1,3,28845,4,5,1
25,2,3,29127,2,2,8
20,2,8,70358,1,2,8
46,2,3,70116,1,4,3
20,1,4,65757,1,10,9
38,1,1,46864,4,7,4
44,3,1,20005,2,7,1
40,2,1,44615,3,8,2
46,3,1,47301,1,1,8
42,2,9,39695,3,10,8
42,1,5,96082,4,3,2
29,1,6,63665,3,9,4
30,2,4,52576,3,7,1
40,1,8,69127,1,8,3
30,1,5,67553,2,6,10
37,3,6,19333,3,10,7
29,3,9,95631,2,8,10
23,3,7,26943,3,2,8
30,1,7,54469,4,2,5
34,1,6,11575,3,5,8
25,1,6,88414,3,5,1
40,3,9,31298,2,7,10
42,3,6,45294,2,4,5
38,1,8,33649,2,10,8
28,2,8,24309,1,2,9
36,2,3,45357,2,8,1
32,2,1,23718,2,5,2
40,1,4,57456,3,10,6
33,1,6,86264,4,9,8
49,2,9,95487,3,5,6
32,2,8,12248,1,4,3
31,2,6,95396,2,10,3
28,2,2,97970,3,2,4
23,1,5,22000,4,9,2
44,2,6,51203,1,4,7
45,1,6,13904,3,2,4
32,3,3,35124,4,5,7
21,3,3,49566,2,10,1
43,2,6,21914,1,3,7
25,1,2,61316,2,3,1
34,1,10,34767,1,5,7
30,1,1,23594,3,9,2
30,1,5,85095,2,7,5
26,3,4,12374,1,8,9
43,2,7,85298,3,10,10
23,1,2,75300,1,6,10
20,3,7,62595,1,9,5
32,2,3,10972,3,9,4
38,1,5,15774,4,7,2
46,2,6,68608,2,10,4
24,1,9,59586,3,1,3
42,2,3,70122,3,10,4
47,2,6,16716,4,3,7
24,1,8,62541,1,9,6
32,2,1,44488,2,10,9
35,1,10,66314,2,9,8
44,2,3,79532,1,7,5
42,2,10,84787,1,2,5
37,1,8,54596,4,7,6
24,3,2,47095,4,7,2
30,1,3,11040,1,9,10
23,2,1,73367,4,5,6
44,3,2,92945,1,3,7
43,2,10,98669,3,4,5
46,1,5,51522,1,7,1
34,2,1,25155,4,5,5
50,1,9,56978,3,4,9
45,1,4,48530,4,1,10
31,1,5,27193,3,3,4
29,2,1,70836,1,8,3
20,3,1,60397,1,2,3
36,1,1,26188,4,2,7
47,3,4,38573,3,9,8
26,1,3,50999,2,6,3
48,3,3,99191,3,2,6
50,3,7,93718,2,10,3
38,2,9,70960,4,2,7
27,3,9,32357,1,7,4
23,3,4,32841,1,2,1
45,2,9,25134,3,5,2
30,3,8,87217,3,8,2
28,3,2,23370,1,4,7
33,1,1,97186,3,5,2
34,1,5,77485,3,8,3
32,1,7,84227,3,6,8
20,3,2,47912,3,9,7
28,1,1,29734,4,4,1
37,2,10,43913,1,1,3
20,3,6,42480,3,8,3
42,1,7,40297,4,10,7
38,1,4,93185,3,9,2
49,2,3,45807,4,6,6
45,1,8,70176,3,5,6
22,1,2,19223,1,2,4
35,1,1,27232,4,2,2
24,3,7,49998,4,1,8
25,3,7,97545,2,5,7
47,3,3,11277,4,5,2
45,2,4,36940,1,4,5
48,1,1,16001,3,2,3
32,1,5,78093,4,4,2
34,2,1,52180,3,5,5
32,3,8,61620,3,3,9
34,3,9,58947,2,4,8
48,2,10,70437,3,3,3
30,1,2,72854,3,8,5
50,3,9,91586,1,1,9
29,3,3,20746,4,8,8
44,2,8,33877,4,4,7
27,2,6,33290,1,9,5
50,3,3,94528,2,6,10
41,2,9,68905,3,8,9
23,3,1,65501,1,7,10
45,3,10,94833,2,6,5
45,1,9,90633,3,1,4
46,1,6,58543,4,3,5
36,2,8,32629,2,4,1
44,1,3,17365,2,3,4
36,3,5,32411,4,3,4
48,2,10,64327,4,6,7
44,2,1,48758,3,5,1
26,1,6,20921,2,3,5
42,1,6,18756,1,3,5
23,2,3,21251,2,1,2
21,3,10,16177,4,1,8
25,1,5,47706,2,5,5
21,3,2,24306,2,8,9
38,1,1,17401,3,7,1
49,3,8,79071,1,1,8
33,3,9,99248,3,10,9
45,2,7,41280,2,1,8
25,2,3,77479,2,3,1
34,1,5,21697,1,4,6
25,3,6,33514,1,9,7
48,1,4,63892,4,7,1
33,2,7,65280,1,10,6
48,3,8,11874,4,2,10
46,1,9,54542,2,2,2
34,3,2,39414,2,7,1
28,3,10,89438,3,4,9
50,3,1,86506,2,9,7
43,3,9,97490,3,2,2
24,2,2,36546,2,4,5
26,2,8,22566,2,2,7
42,2,9,95460,2,5,6
31,3,4,81076,3,4,8
32,2,3,64200,2,2,2
30,3,4,93978,4,8,9
39,3,1,20921,4,7,2
24,3,9,88147,1,9,1
50,1,1,57243,3,9,5
43,2,9,17793,3,3,10
36,2,6,48108,2,3,10
29,1,8,47628,3,4,10
24,3,3,63414,4,1,9
31,2,6,84288,2,4,4
23,3,10,89203,1,6,9
46,1,8,81766,3,4,4
20,3,8,15725,3,10,1
46,1,10,89876,4,8,4
37,1,2,47815,3,1,8
43,2,5,48094,1,5,8
26,2,10,24779,2,1,5
34,2,10,83995,2,3,3
36,3,5,52260,3,6,6
50,2,6,66077,3,3,10
26,1,8,24560,3,3,4
34,1,4,84861,2,9,6
46,3,10,21305,2,4,4
20,2,1,61004,3,3,9
27,3,8,41565,3,7,5
31,3,3,33437,3,9,4
32,3,5,29244,1,7,7
32,2,7,15120,4,8,3
38,2,9,17730,1,2,4
30,2,1,95075,1,5,4
50,2,4,97405,2,4,1
28,3,4,28416,4,5,3
42,2,8,51542,4,1,1
47,2,1,88211,4,6,10
22,3,9,26047,4,10,2
35,3,4,13364,4,6,6
23,2,8,32632,2,5,2
44,3,3,47788,1,6,6
36,3,6,34269,2,1,7
32,1,4,74387,4,10,1
31,2,1,28543,3,1,2
36,3,10,76801,1,8,2
38,3,6,72720,3,5,4
42,2,5,59274,1,4,10
35,2,6,84404,3,6,7
38,3,3,80284,1,5,2
21,1,10,54323,2,6,3
35,2,7,64670,3,4,2
27,3,6,42828,1,5,7
39,1,10,22384,3,10,9
49,3,7,60903,3,10,10
28,1,10,88563,2,5,2
47,2,9,88361,1,10,1
47,3,8,78683,2,5,5
33,3,1,99112,1,6,4
27,1,1,48943,2,9,4
30,2,9,38897,3,1,2
20,3,5,95046,3,6,3
41,3,10,16278,3,5,5
42,2,4,60554,2,5,5
35,3,10,11271,2,3,8
43,2,5,16916,1,8,6
33,1,9,87677,2,2,1
28,1,9,17804,4,7,10
42,2,8,88150,2,8,9
32,3,8,96494,2,4,6
32,2,9,50385,2,2,2
36,3,5,51929,4,1,2
47,2,10,53306,1,1,7
28,3,1,52577,1,2,2
45,1,9,63837,4,5,2
41,3,2,52716,2,2,5
50,1,4,83378,4,1,3
29,3,6,71556,4,8,4
30,1,9,98653,1,7,10
25,3,2,94072,1,6,4
22,3,5,38093,4,6,10
22,3,2,42479,4,9,8
30,1,9,72896,4,10,3
22,2,6,34767,1,1,2
35,2,8,54997,1,5,5
46,2,10,81780,1,6,3
48,1,3,48450,4,5,5
36,3,5,45702,2,9,4
29,1,2,70552,2,5,7
28,1,5,85603,4,5,1
40,2,8,48344,4,10,5
22,1,9,81746,4,5,10
38,3,9,73428,4,10,1
24,1,1,85006,4,4,10
30,3,1,97022,4,9,8
36,1,7,75037,3,3,7
41,2,4,13117,1,10,3
22,2,6,25389,3,6,10
47,3,9,93496,1,4,6
33,2,4,23893,2,3,9
30,2,1,75525,4,4,9
33,3,10,15535,4,2,10
39,2,9,45864,4,4,3
37,1,8,32992,2,10,4
46,2,5,61343,2,2,9
31,3,4,55019,4,4,3
25,1,3,19800,1,3,2
20,3,4,92453,3,2,5
20,3,5,54854,1,4,5
22,1,10,64611,1,1,3
21,1,3,61358,3,10,6
41,2,2,76779,2,10,7
46,1,8,43732,2,6,2
44,3,8,39574,3,2,3
41,2,3,35567,4,10,8
40,1,6,50142,2,3,5
37,1,1,61090,1,4,4
50,2,10,74236,4,1,7
29,3,5,49376,2,6,7
24,1,8,34959,3,9,5
46,1,4,75894,3,5,8
33,1,1,59208,4,6,3
24,1,1,13828,1,1,2
25,2,2,43251,3,10,2
25,2,10,56296,1,3,3
32,3,5,35320,1,3,6
30,2,1,63881,3,6,8
47,3,2,43732,4,5,3
46,2,10,63744,1,6,2
45,3,6,58320,1,4,5
34,3,7,85827,2,7,4
20,3,1,76154,4,7,4
21,3,5,58022,4,2,5
35,1,3,80517,2,5,7
31,2,4,22290,4,2,3
22,3,10,45471,3,9,9
28,2,4,49368,4,8,5
25,1,8,10518,3,6,6
41,3,10,47895,4,6,5
22,1,4,95257,4,7,1
38,3,8,81950,1,7,1
34,3,3,97811,1,3,1
31,2,2,76000,4,7,5
34,3,4,46063,3,8,3
41,2,6,32703,2,2,7
43,2,9,88873,2,10,9
37,3,8,19248,4,4,1
49,1,9,47810,3,2,4
24,2,2,42698,3,3,9
49,2,4,32503,2,8,8
22,2,4,30283,2,1,9
46,3,1,74026,2,9,6
31,2,5,88945,1,9,7
47,2,9,23276,1,9,5
24,3,1,39573,4,5,9
42,1,1,19271,2,6,6
46,1,7,34486,3,4,9
38,3,8,17983,1,8,6
50,1,8,39728,4,3,3
38,1,2,54237,1,9,4
43,2,7,29103,3,1,6
48,3,6,51664,3,3,4
43,2,3,73205,1,5,7
48,1,10,76992,4,5,2
21,2,7,28228,1,3,5
46,3,10,74182,3,7,7
25,3,9,59382,1,8,1
20,2,4,32413,4,9,10
24,1,4,68338,4,9,3
36,3,6,25372,3,7,2
47,1,8,85839,2,9,5
32,3,4,32241,4,2,6
30,3,4,10025,3,6,9
26,3,3,64993,2,5,10
22,1,3,83466,2,2,7
22,3,9,22516,4,2,7
35,1,2,65671,4,3,8
49,2,5,20408,2,6,5
34,2,2,79162,1,2,4
50,1,10,31416,2,7,10
40,2,10,65916,4,10,2
29,1,5,85249,2,2,6
23,1,8,57619,4,9,10
21,1,7,36100,2,6,7
38,2,10,52535,4,8,8
22,2,1,91584,2,1,8
50,1,6,47708,2,7,6
44,3,7,89899,1,5,7
44,1,7,54226,1,10,4
38,1,10,45303,3,5,2
40,1,1,72820,1,10,7
32,2,1,83536,1,6,3
28,1,8,15120,2,10,5
31,3,5,27360,4,3,4
48,2,6,12485,2,6,6
31,1,8,52324,1,4,6
49,3,3,16207,2,1,7
28,3,6,57876,1,1,10
37,3,4,72124,4,3,9
36,3,6,38289,4,3,10
31,3,2,34906,2,4,10
27,3,4,35706,1,9,4
50,1,10,93580,1,10,2
20,3,4,19251,4,5,9
22,2,9,21429,2,4,4
28,3,10,49256,4,7,6
23,3,10,28152,2,8,2
30,2,5,78356,4,2,8
41,1,8,52348,4,2,9
43,2,6,40726,1,8,9
49,2,2,52270,1,10,9
39,1,8,21290,2,6,5
30,3,10,76442,1,6,7
26,3,1,32030,1,9,6
44,3,6,79332,1,9,10
33,1,1,23050,2,3,6
44,1,9,22992,3,5,7
23,3,4,60877,1,10,3
42,1,8,52907,2,3,4
31,1,7,54287,4,3,1
32,3,3,88089,4,10,2
36,1,3,82995,1,9,9
36,3,3,33709,2,8,4
24,2,6,23290,3,7,2
23,1,1,36233,4,1,5
46,2,10,66296,4,1,4
45,2,5,61256,4,1,8
28,3,2,31940,4,3,6
31,3,4,92857,1,10,10
29,2,5,38944,4,9,2
39,2,6,66606,1,10,10
40,3,7,37537,4,9,8
26,2,10,95411,2,9,7
43,1,7,94078,1,5,4
41,3,8,59386,2,9,7
41,3,3,51916,1,1,4
27,1,4,42446,1,5,2
36,1,3,12393,4,9,7
45,2,1,77461,1,9,2
34,1,5,83202,2,8,9
35,2,7,53895,2,2,10
27,2,3,51979,2,8,10
28,3,9,68600,4,10,7
47,1,6,76379,4,9,3
34,3,6,13737,3,9,1
36,2,2,26599,1,3,5
35,3,2,46081,1,10,6
22,3,6,93272,3,3,5
30,3,9,71052,3,6,2
31,3,6,71143,3,2,4
45,1,10,92831,4,9,10
29,1,3,66884,1,7,8
26,3,6,58115,3,2,9
31,1,6,85410,2,9,4
46,2,1,12690,1,9,7
34,3,4,18636,2,2,8
27,2,3,39328,1,2,8
34,1,8,27968,3,7,9
27,2,9,95661,2,9,8
39,1,3,48172,3,7,5
44,2,2,97205,1,2,3
35,3,5,18004,1,3,7
45,3,9,23160,1,2,2
20,2,5,31458,2,1,6
47,2,6,90313,4,1,2
29,2,10,83248,4,6,4
34,3,10,38537,2,8,6
35,2,4,82040,4,7,3
39,1,5,34785,4,9,3
38,2,7,62481,1,7,4
43,3,3,62264,3,4,9
38,3,7,96389,2,1,6
36,3,4,96719,3,1,4
22,3,1,90463,3,10,9
22,3,6,82820,3,5,9
38,2,4,74827,1,8,2
31,1,6,76613,2,10,6
36,3,4,58200,3,2,5
25,3,7,54063,2,10,7
47,2,2,87056,3,5,1
30,1,3,33627,1,8,9
45,1,2,71399,4,7,5
35,3,2,23813,2,9,4
25,2,8,63602,3,5,4
21,3,10,72701,3,1,6
46,3,1,54985,3,2,8
26,1,7,86630,4,1,2
33,1,10,19111,4,10,6
30,2,2,42144,1,9,6
36,1,9,12189,3,7,9
50,1,3,47435,3,1,8
39,1,2,79565,2,6,7
26,2,1,78867,3,7,3
